,Alcaldia,Colonia,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Cocina_equip,Gimnasio,Amueblado,Alberca,Terraza,Elevador,m2_construido,Baños,Recamaras,Lugares_estac,Precio_m2,Cluster Labels
103,Tlalpan,Santa úrsula Xitla,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,0,70.0,1.0,2,1,1600.0,2
104,Iztacalco,Granjas México,1.1316229270212963,4.465611975386111,41.4221179141,16.974437164757415,26.97150189961944,2.9173942653009273,0.07349715698055553,0.051385442419444434,7.678413919123147,39.09502461574166,1,0,0,0,1,1,71.0,1.0,3,1,1490.0,2
105,Iztapalapa,Juan Escutia,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,107.0,2.0,3,1,1900.0,2
106,Cuahtemoc,Hipódromo,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,1,90.0,2.0,2,2,6338.53,1
107,Coyoacan,Culhuacán,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,0,59.0,1.0,2,0,1180.0,2
109,Iztapalapa,Unidad Vicente Guerrero,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,73.0,1.0,3,1,1290.0,2
110,Iztapalapa,Tepalcates,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,55.0,1.0,3,1,900.0,2
111,Gustavo A. Madero,Progreso Nacional,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,71.0,2.0,2,1,268.972,2
112,Cuahtemoc,Juárez,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,1,86.0,1.0,2,2,4800.0,1
113,La Magdalena Contreras,Héroes de Padierna,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,1,1,1,447.0,4.0,4,3,15500.0,3
114,Benito Juárez,Santa Maria Nonoalco,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,1,1,1,84.0,2.0,2,2,3990.0,1
115,Gustavo A. Madero,Tres Estrellas,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,60.0,1.0,2,1,798.5,2
116,Iztapalapa,Granjas San Antonio,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,0,0,0,0,0,0,45.0,1.0,2,1,1300.0,2
117,Alvaro Obregon,El cuernito,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,0,0,0,1,1,105.0,2.0,2,2,4250.0,1
118,Tlahuac,La turba ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,48.0,1.0,2,1,1090.9,2
119,Gustavo A. Madero,El Arbolillo,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,63.0,1.0,3,0,870.0,2
120,Gustavo A. Madero,Vasco de Quiroga,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,60.0,1.0,2,1,629.384,2
121,Gustavo A. Madero,Loma la Palma,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,1,1,64.0,1.0,2,1,950.0,2
122,Tlahuac,Las arboledas ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,58.0,1.0,2,1,990.0,2
123,Cuajimalpa,Bosques de Abetos,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,1,1,195.0,2.5,2,2,11200.0,3
124,Iztapalapa,Guadalupe del Moral,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,76.0,1.0,2,1,1750.0,2
125,Alvaro Obregon,Las aguilas,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,122.0,3.0,2,2,7500.0,1
126,Iztapalapa,Chinampac,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,65.0,1.0,2,1,800.0,2
127,Xochimilco,La Noria,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,1,0,0,1,0,55.0,1.0,2,1,1600.0,2
128,Cuahtemoc,Juárez,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,1,0,1,1,1,85.0,1.0,1,1,5950.0,1
129,Gustavo A. Madero,El Arbolillo,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,46.0,1.0,2,1,357.6,2
130,Cuahtemoc,San Rafael,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,1,85.0,2.0,2,1,3323.0,1
131,Azcapotzalco,Aquiles Serdán,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,1,1,71.0,2.0,2,1,2250.0,2
132,Tlahuac,Santa Cecilia ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,60.0,1.0,2,1,1145.0,2
133,Coyoacan,Pedregal de Santa Ursula,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,1,1,134.0,2.0,2,1,3200.0,1
134,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,0,1,1,180.0,2.0,3,2,11850.0,3
135,Coyoacan,San Diego Churubusco,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,1,1,65.0,2.0,2,1,3148.0,1
136,Iztapalapa,San Nicolás Tolentino,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,58.0,1.0,2,1,1060.0,2
137,Tlahuac,Los olivos,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,44.0,1.0,2,1,695.0,2
138,Cuahtemoc,San Rafael,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,1,63.0,2.0,2,1,3381.0,1
139,Benito Juárez,Nativitas,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,1,1,60.0,2.0,2,1,2351.0,2
140,Gustavo A. Madero,San Felipe de Jesús,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,80.0,1.0,3,1,1380.0,2
141,Iztapalapa,Unidad Vicente Guerrero,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,0,0,0,0,0,0,73.0,1.0,3,1,1290.0,2
142,Coyoacan,Viveros de Coyoacan,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,1,136.0,2.0,3,1,4350.0,1
143,Tlahuac,La Nopalera,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,74.0,1.0,3,1,1537.806,2
144,Iztapalapa,Albarrada,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,61.0,1.0,2,1,547.0,2
145,Tlalpan,Héroes de Padierna,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,0,85.0,2.0,3,1,1845.0,2
146,Gustavo A. Madero,Guadalupe Tepeyac,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,54.0,1.0,2,1,780.0,2
147,Azcapotzalco,San Martin Xochinahuac,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,0,65.0,1.0,2,1,1290.0,2
148,Iztacalco,Viaducto Piedad,1.1316229270212963,4.465611975386111,41.4221179141,16.974437164757415,26.97150189961944,2.9173942653009273,0.07349715698055553,0.051385442419444434,7.678413919123147,39.09502461574166,1,0,0,0,1,1,71.0,2.0,2,1,1410.0,2
149,Azcapotzalco,San Alvaro,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,79.0,1.0,2,1,2990.0,1
150,Iztapalapa,Tecoloxtitlan,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,49.0,1.0,2,1,1100.0,2
151,Alvaro Obregon,Pedregal,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,129.0,2.0,2,2,9292.0,3
152,Gustavo A. Madero,Jorge Negrete,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,80.0,1.0,2,1,404.348,2
153,La Magdalena Contreras,San Jerónimo Líndice,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,286.0,4.0,3,3,8190.0,1
154,Tlahuac,La draga,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,41.0,1.0,2,1,360.0,2
155,Tlahuac,La draga,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,48.0,1.0,2,0,750.0,2
156,Benito Juárez,Del Valle,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,1,1,71.0,2.0,2,1,4071.45,1
157,Alvaro Obregon,Jardines del Pedregal,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,0,0,0,1,1,193.0,3.0,3,3,14500.0,3
158,Cuahtemoc,Condesa,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,0,0,0,0,0,0,62.0,1.0,1,0,3950.0,1
159,Tlahuac,Miguel Hidalgo ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,60.0,2.0,2,1,1550.0,2
160,Venustiano Carranza,Magdalena Mixiuhca,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,80.0,1.0,2,0,640.0,2
161,Coyoacan,Culhuacán,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,1,0,66.0,1.0,2,1,1520.0,2
162,Iztapalapa,Consejo Agrarista,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,70.0,1.0,3,1,1043.0,2
163,Tlalpan,Coapa,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,0,78.0,1.0,3,1,2359.999,2
164,Gustavo A. Madero,El Arbolillo,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,45.0,1.0,2,0,657.58,2
165,Iztapalapa,Lomas Estrella,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,1,0,0,0,69.0,1.0,3,1,1690.0,2
166,Tlalpan,San Nicolás,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,1,71.0,2.0,2,1,1918.08,2
167,Iztapalapa,Ejercito de Agua Prieta,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,54.0,1.0,2,1,570.0,2
168,Tlahuac,Zapotitla ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,65.0,1.0,3,1,1150.0,2
169,Cuajimalpa,Lomas de Vista Hermosa,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,0,0,1,220.0,2.0,3,2,10700.0,3
170,Iztapalapa,San Miguel,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,76.0,1.0,2,1,1400.0,2
171,Alvaro Obregon,Cañada,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,0,1,1,77.0,2.0,2,2,3900.0,1
172,Tlahuac,Del Mar del Mar ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,56.0,1.0,2,1,850.0,2
173,Cuahtemoc,Centro,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,1,174.0,2.0,3,1,6950.0,1
174,Gustavo A. Madero,La Esmeralda,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,60.0,1.0,2,1,685.0,2
175,Azcapotzalco,San Juan Tlihuaca,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,1,0,0,1,1,60.0,1.0,2,2,1500.0,2
176,Azcapotzalco,Pasteros,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,1,1,1,1,1,60.0,2.0,3,1,2130.886,2
177,Milpa alta,Rojo Gómez ,2.7994205439952373,3.8138994979976197,51.22951436664049,23.456157173235717,30.323110292202387,8.532997867309527,6.465903091366667,0.22702943210476184,13.059364018926193,63.969239382804766,1,0,0,0,0,0,50.0,1.0,2,1,149.5,2
178,Cuajimalpa,Santa Fe,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,1,1,190.0,2.0,3,2,895.0,2
179,Tlahuac,Los olivos,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,60.0,1.0,2,1,509.12,2
180,Benito Juárez,Narvarte,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,1,1,95.0,2.0,3,2,5524.0,1
181,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,1,1,1,172.0,2.0,3,2,15118.0,3
182,Tlalpan,Lomas del Pedregal,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,1,139.0,2.0,2,2,9910.0,3
183,Tlahuac,La nopalera,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,65.0,1.0,2,1,353.8,2
184,Alvaro Obregon,Las águilas,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,235.0,3.0,3,3,10200.0,3
185,Iztapalapa,Trinidad Guerrero,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,52.0,1.0,2,1,899.0,2
186,Tlahuac,La turba ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,64.0,1.0,3,1,1155.0,2
187,Gustavo A. Madero,Tepeyac Insurgentes,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,1,1,65.0,2.0,2,1,802.963,2
188,Tlahuac,La nopalera ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,73.0,1.0,3,1,1537.806,2
189,Gustavo A. Madero,Santiago Atepetlac,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,0,0,0,0,1,0,60.0,1.0,2,1,308.285,2
190,Gustavo A. Madero,San José Ticomán,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,57.0,1.0,2,0,750.0,2
191,Xochimilco,La Noria,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,1,0,78.0,2.0,3,1,2730.0,1
192,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,80.0,2.0,2,2,5434.28,1
193,Iztapalapa,Los Reyes Culhuacán,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,68.0,1.0,2,1,1720.0,2
194,Azcapotzalco,San Pedro Xalpa,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,60.0,1.0,2,1,1700.0,2
195,Iztapalapa,Cerro de la estrella,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,1,0,0,0,51.0,1.0,2,1,450.0,2
196,Gustavo A. Madero,El Arbolillo,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,80.0,1.0,2,2,791.528,2
197,Alvaro Obregon,Villa Verdun ,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,110.0,3.0,3,3,4522.191,1
198,Iztapalapa,Lomas Estrella,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,64.0,1.0,2,1,1650.0,2
199,Tlalpan,Héroes de Padierna,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,1,210.0,3.0,3,3,5252.0,1
200,Coyoacan,Churubusco,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,1,0,85.0,1.0,2,1,2600.0,1
201,Iztapalapa,Política,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,63.0,1.0,2,1,1500.0,2
202,Gustavo A. Madero,El Risco,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,1,1,60.0,1.0,2,1,737.354,2
203,Tlahuac,Las arboledas,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,49.0,1.0,2,1,700.0,2
204,Miguel Hidalgo,Lomas de Bezares,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,1,0,1,1,1,250.0,4.0,3,3,15000.0,3
205,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,1,0,1,1,0,300.0,3.0,3,3,25000.0,0
206,Tlahuac,Zapotitla ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,48.0,1.0,2,1,850.0,2
207,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,146.0,2.0,2,2,8500.0,1
